Box [height=10.0, width=10.0, weight=1230.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=90.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=15.6, width=25.1, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=15.6, width=25.1, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=15.6, width=25.1, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=15.6, width=25.1, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=15.6, width=25.1, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=7.2, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=25.0, width=10.0, weight=35.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=35.0, danger=false, color=BROWN]
Box [height=7.2, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=7.2, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=7.2, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=7.2, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=7.2, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=30.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=7.2, weight=25.0, danger=false, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=15.0, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
Box [height=10.0, width=10.0, weight=7.2, danger=true, color=BROWN]
